Info,Info_Set,Accuracy
Stand (6/30),Exp_2025-06-30-v1/E9AD0E7DCC2B/,0.0
Sit_chair (6/30),Exp_2025-06-30-v2/E9AD0E7DCC2B/,89.5348846912384
Stand (7/9),Exp_2025-07-09-v1/E9AD0E7DCC2B/,85.35
Sit_chair (7/9),Exp_2025-07-09-v2/E9AD0E7DCC2B/,84.99
Stand (7/10),Exp_2025-07-10-v1/E9AD0E7DCC2B/,86.93
Sit_chair (7/10),Exp_2025-07-10-v2/E9AD0E7DCC2B/,85.41
Stand (7/11),Exp_2025-07-11-v1/E9AD0E7DCC2B/,84.42
Sit_chair (7/11),Exp_2025-07-11-v2/E9AD0E7DCC2B/,84.64
