,0,1,2,3,4,5
0,7068.8,101.4,10.8,446.2,94.0,352.0
1,1095.6,994.8,11.2,2700.8,1045.8,2225.0
2,855.8,214.4,5.4,2677.0,1584.6,2736.0
3,553.6,193.0,8.0,4208.2,779.6,2330.8
4,206.8,23.0,0.0,830.2,6409.2,604.0
5,989.4,678.4,6.2,2460.0,622.4,3316.8
