,0,1,2,3,4,5
0,7756.6,57.8,76.8,117.8,3.2,18.6
1,4288.2,1214.8,1375.8,583.0,294.4,274.6
2,3312.2,143.6,2006.6,2393.4,67.2,107.8
3,4556.2,118.6,1014.0,2141.4,94.0,106.6
4,2584.0,120.4,488.0,3124.4,1650.0,64.0
5,2597.0,1294.0,2579.8,887.8,16.0,656.2
