Info,Info_Set,Accuracy
Stand (7/9),Exp_2025-07-09-v1/E9AD0E7DCC2B/,0.0
Sit_chair (7/9),Exp_2025-07-09-v2/E9AD0E7DCC2B/,94.18604373931885
Stand (7/10),Exp_2025-07-10-v1/E9AD0E7DCC2B/,85.5
Sit_chair (7/10),Exp_2025-07-10-v2/E9AD0E7DCC2B/,86.37
Stand (7/11),Exp_2025-07-11-v1/E9AD0E7DCC2B/,86.6
Sit_chair (7/11),Exp_2025-07-11-v2/E9AD0E7DCC2B/,81.21
Stand (7/16),Exp_2025-07-16-v1/E9AD0E7DCC2B/,82.38
Sit_chair (7/16),Exp_2025-07-16-v2/E9AD0E7DCC2B/,78.11
Stand (7/17),Exp_2025-07-17-v1/E9AD0E7DCC2B/,84.94
Sit_chair (7/17),Exp_2025-07-17-v2/E9AD0E7DCC2B/,81.97
