Info,Info_Set,Accuracy
Stand (7/9),Exp_2025-07-09-v1/E9AD0E7DCC2B/,0.0
Sit_chair (7/9),Exp_2025-07-09-v2/E9AD0E7DCC2B/,96.51162624359131
Stand (7/10),Exp_2025-07-10-v1/E9AD0E7DCC2B/,80.77
Sit_chair (7/10),Exp_2025-07-10-v2/E9AD0E7DCC2B/,80.19
Stand (7/11),Exp_2025-07-11-v1/E9AD0E7DCC2B/,83.06
Sit_chair (7/11),Exp_2025-07-11-v2/E9AD0E7DCC2B/,79.46
Stand (7/16),Exp_2025-07-16-v1/E9AD0E7DCC2B/,77.55
Sit_chair (7/16),Exp_2025-07-16-v2/E9AD0E7DCC2B/,75.66
Stand (7/17),Exp_2025-07-17-v1/E9AD0E7DCC2B/,80.0
Sit_chair (7/17),Exp_2025-07-17-v2/E9AD0E7DCC2B/,77.6
Stand (7/23),Exp_2025-07-23-v1/E9AD0E7DCC2B/,80.65
Sit_chair (7/23),Exp_2025-07-23-v2/E9AD0E7DCC2B/,81.61
Stand (7/24),Exp_2025-07-24-v1/E9AD0E7DCC2B/,82.01
Sit_chair (7/24),Exp_2025-07-24-v2/E9AD0E7DCC2B/,82.64
Stand (7/25),Exp_2025-07-25-v1/E9AD0E7DCC2B/,83.63
Sit_chair (7/25),Exp_2025-07-25-v2/E9AD0E7DCC2B/,82.92
Stand (8/1),Exp_2025-08-01-v1/E9AD0E7DCC2B/,83.8
Sit_chair (8/1),Exp_2025-08-01-v2/E9AD0E7DCC2B/,83.25
