Info,Info_Set,Accuracy
Stand (7/10),Exp_2025-07-10-v1/E9AD0E7DCC2B/,92.78
Sit_chair (7/10),Exp_2025-07-10-v2/E9AD0E7DCC2B/,92.42
Sit_chair_leg_crossed (7/10),Exp_2025-07-10-v3/E9AD0E7DCC2B/,93.07
Sit_floor (7/10),Exp_2025-07-10-v4/E9AD0E7DCC2B/,92.69
Stand (7/11),Exp_2025-07-11-v1/E9AD0E7DCC2B/,92.0
Sit_chair (7/11),Exp_2025-07-11-v2/E9AD0E7DCC2B/,92.47
Sit_chair_leg_crossed (7/11),Exp_2025-07-11-v3/E9AD0E7DCC2B/,93.02
Sit_floor (7/11),Exp_2025-07-11-v4/E9AD0E7DCC2B/,92.18
Stand (7/17),Exp_2025-07-17-v1/E9AD0E7DCC2B/,92.78
Sit_chair (7/17),Exp_2025-07-17-v2/E9AD0E7DCC2B/,90.83
Sit_floor (7/17),Exp_2025-07-17-v3/E9AD0E7DCC2B/,91.44
Stand (7/23),Exp_2025-07-23-v1/E9AD0E7DCC2B/,90.0
Sit_chair (7/23),Exp_2025-07-23-v2/E9AD0E7DCC2B/,86.66
Sit_floor (7/23),Exp_2025-07-23-v3/E9AD0E7DCC2B/,87.29
Stand (7/24),Exp_2025-07-24-v1/E9AD0E7DCC2B/,92.97
Sit_chair (7/24),Exp_2025-07-24-v2/E9AD0E7DCC2B/,91.27
Sit_floor (7/24),Exp_2025-07-24-v3/E9AD0E7DCC2B/,92.01
Stand (7/25),Exp_2025-07-25-v1/E9AD0E7DCC2B/,89.37
Sit_chair (7/25),Exp_2025-07-25-v2/E9AD0E7DCC2B/,92.13
Sit_floor (7/25),Exp_2025-07-25-v3/E9AD0E7DCC2B/,91.46
Stand (8/1),Exp_2025-08-01-v1/E9AD0E7DCC2B/,92.33
Sit_chair (8/1),Exp_2025-08-01-v2/E9AD0E7DCC2B/,91.97
Sit_floor (8/1),Exp_2025-08-01-v3/E9AD0E7DCC2B/,92.07
