Info,Info_Set,Accuracy
Stand (7/10),Exp_2025-07-10-v1/E9AD0E7DCC2B/,92.37
Sit_chair (7/10),Exp_2025-07-10-v2/E9AD0E7DCC2B/,90.89
Sit_chair_leg_crossed (7/10),Exp_2025-07-10-v3/E9AD0E7DCC2B/,91.72
Sit_floor (7/10),Exp_2025-07-10-v4/E9AD0E7DCC2B/,91.02
Stand (7/11),Exp_2025-07-11-v1/E9AD0E7DCC2B/,91.81
Sit_chair (7/11),Exp_2025-07-11-v2/E9AD0E7DCC2B/,92.46
Sit_chair_leg_crossed (7/11),Exp_2025-07-11-v3/E9AD0E7DCC2B/,92.57
Sit_floor (7/11),Exp_2025-07-11-v4/E9AD0E7DCC2B/,92.51
Stand (7/17),Exp_2025-07-17-v1/E9AD0E7DCC2B/,92.19
Sit_chair (7/17),Exp_2025-07-17-v2/E9AD0E7DCC2B/,89.06
Sit_floor (7/17),Exp_2025-07-17-v3/E9AD0E7DCC2B/,91.24
Stand (7/23),Exp_2025-07-23-v1/E9AD0E7DCC2B/,88.28
Sit_chair (7/23),Exp_2025-07-23-v2/E9AD0E7DCC2B/,86.12
Sit_floor (7/23),Exp_2025-07-23-v3/E9AD0E7DCC2B/,86.58
Stand (7/24),Exp_2025-07-24-v1/E9AD0E7DCC2B/,91.9
Sit_chair (7/24),Exp_2025-07-24-v2/E9AD0E7DCC2B/,90.76
Sit_floor (7/24),Exp_2025-07-24-v3/E9AD0E7DCC2B/,90.8
Stand (7/25),Exp_2025-07-25-v1/E9AD0E7DCC2B/,85.94
Sit_chair (7/25),Exp_2025-07-25-v2/E9AD0E7DCC2B/,89.2
Sit_floor (7/25),Exp_2025-07-25-v3/E9AD0E7DCC2B/,88.07
Stand (8/1),Exp_2025-08-01-v1/E9AD0E7DCC2B/,92.2
Sit_chair (8/1),Exp_2025-08-01-v2/E9AD0E7DCC2B/,91.54
Sit_floor (8/1),Exp_2025-08-01-v3/E9AD0E7DCC2B/,91.36
