,0,1,2,3,4,5
0,7643.2,22.6,121.6,157.2,64.0,32.2
1,4289.4,566.6,942.4,586.2,331.4,1324.8
2,2772.2,433.6,1751.4,1217.0,453.4,1413.2
3,1498.8,128.6,677.6,4020.0,1307.6,408.2
4,350.2,1312.8,836.8,282.8,4866.8,391.4
5,2737.6,534.4,340.0,993.2,616.8,2818.8
