,0,1,2,3,4,5
0,7764.8,17.4,19.6,9.0,5.8,6.2
1,5767.8,232.0,219.4,537.8,247.2,818.6
2,5415.8,195.8,362.2,606.6,1061.4,181.0
3,6524.4,52.0,173.0,318.2,688.8,66.4
4,2358.0,41.0,305.0,1968.6,3129.8,20.4
5,4981.4,515.6,341.2,229.0,611.6,1144.0
