,0,1,2,3,4,5
0,7530.0,83.4,45.2,51.4,40.4,484.2
1,2189.4,846.6,866.6,160.6,309.8,3861.6
2,1275.8,2109.8,1045.8,36.8,120.6,3645.8
3,1014.8,2296.0,438.8,950.2,353.8,3181.0
4,237.4,346.6,1729.6,71.0,5191.2,658.8
5,852.6,1672.6,1096.2,137.2,200.2,4275.8
