0,1,2
1.043865,1.6944829,8.119582
22.376606,-1.250851,5.904176
9.720056,2.9521167,3.4052176
7.5510254,10.045954,1.6069132
-30.476734,9.740741,-0.31063557
-19.590635,5.580323,-0.7288621
35.041054,-2.7556973,2.320449
16.403284,-2.2819219,2.7056274
27.404648,-2.0085628,6.4859686
29.368624,-3.4164617,3.9371667
-13.824245,3.42229,-8.299007
-21.664238,6.1250114,2.4215527
39.19441,-2.7683296,5.2331433
13.48967,0.40875736,0.36639982
10.21511,7.813543,5.168406
-22.442999,4.8633623,5.418181
24.695337,1.4421726,-2.6985452
21.249657,1.697636,-2.1643806
-33.07825,11.545301,0.0818901
-21.109888,5.5657105,3.4990668
14.559748,2.5724115,5.5098286
16.460505,0.6040184,5.917653
27.293682,-2.087267,6.30105
-2.8280578,3.1528962,4.2414527
-18.793861,5.318045,3.7611935
15.543607,-1.0620953,5.411559
38.21709,-3.0777936,2.9379146
19.174044,-4.593597,2.647332
-2.2678316,3.2713537,4.746972
17.293549,5.1100645,0.4884194
-2.3726242,4.948427,-4.879277
-3.7720497,1.9621729,6.0436993
-34.103386,11.6715,2.6572773
19.617683,5.535552,1.5181605
14.938518,5.5482473,2.4292324
22.309557,-2.727079,1.3585863
-3.0529225,1.1900977,5.4941688
-8.819872,5.6408386,-0.8112522
0.99500555,9.096649,1.2924083
8.397801,4.9190564,-0.19492997
11.259822,6.8145227,1.2911953
36.722725,-2.7350476,4.298764
28.81944,-3.3035147,4.19775
10.814969,7.0560412,4.2742467
18.754776,-0.6130356,6.515234
10.77259,1.9048107,0.09822816
-8.82776,2.1435075,0.9880288
4.385786,8.59696,-1.0254622
-0.2575287,0.9524221,5.4379125
37.257256,-3.2831182,3.7484477
6.6740255,5.402145,1.3617989
28.501068,-2.3659139,6.527458
-0.025492292,1.0784264,6.783969
36.692146,-1.5540886,2.080983
10.708426,7.762479,5.131183
-15.73292,3.6573827,3.1080918
-16.022976,6.1097336,0.8962802
11.653565,-1.8571359,2.906722
28.096037,-5.063932,2.8129995
-13.931823,3.8289835,-1.3380127
35.87011,-2.410613,2.4635801
35.122643,-3.2123034,4.0811515
-0.3293649,0.0637222,5.9670677
-9.379099,6.587963,-0.66347915
-25.276627,6.8025126,1.862193
19.394451,5.7334456,1.3086566
31.565947,-4.6821933,3.4814885
37.807083,-2.3186634,3.405532
12.947059,0.7760223,7.5749197
-10.528579,1.2178246,1.836065
10.862195,1.0684702,0.21738283
-23.114964,7.8765845,3.6051314
35.150116,-2.8212407,3.7236383
-32.879234,9.980613,2.786316
39.25226,-2.6816454,4.095019
12.172234,-1.3183347,2.6559875
-32.895294,10.915681,1.8148327
-10.216046,8.535023,-4.903395
-5.2870636,1.5150381,5.9968343
13.115868,4.0697083,-4.3854265
-1.6105715,9.806109,2.231268
-14.292976,7.6455245,1.3047708
22.049149,0.14567369,4.9482365
1.0119085,0.16478038,6.9758673
39.42294,-2.9017482,5.0152206
17.016916,-1.3553759,3.5770264
-33.521755,10.4861765,1.0290451
15.004879,2.334544,4.62376
5.359798,6.852583,4.4239717
21.615587,5.0378747,-1.2425431
5.471174,4.626026,-4.200724
6.8906035,6.990821,-0.397418
34.359627,-3.7114327,2.2910728
13.086164,6.360336,1.493963
